Author,gender,ethnicity,queer
Ludwig Tieck,Man,White,FALSE
Luis Robles,Man,Hispanic,FALSE
Lukas Kristjanson,Man,White,FALSE
Luke Arnold,Man,White,FALSE
Luke Belcourt,Man,White,FALSE
Luke Chmilenko,Man,White,FALSE
Luke Matthews,Man,White,FALSE
Luke Phillips,Man,White,FALSE
Luke Scull,Man,White,FALSE
lungs,Unknown,Unknown,None
Lydia Rogue,Nonbinary,White,TRUE
Lydia Sherrer,Woman,White,FALSE
Lyndall Clipston,Woman,White,FALSE
Lyndsay Ely,Woman,White,TRUE
Lynette Noni,Woman,White,FALSE
Lynn Flewelling,Woman,White,FALSE
Lyra Wolf,Nonbinary,White,TRUE
M. John Harrison,Man,White,FALSE
M. Rickert,Woman,White,FALSE
M. Shaw,Nonbinary,White,TRUE
M. Suddain,Man,White,FALSE
M. Verant,Man,White,FALSE
M.A. Carrick,Nonbinary,White,TRUE
M.A. Grant,Woman,White,FALSE
M.C.A. Hogarth,Woman,Hispanic,FALSE
M.D. Presley,Woman,White,FALSE
M.J Newman,Woman,White,TRUE
M.J. Gallagher,Man,White,FALSE
M.J. Kuhn,Woman,White,FALSE
M.K. Adams,Man,White,FALSE
M.K. Bingman,Man,White,FALSE
M.K. Theodoratus,Woman,White,FALSE
M.L. Krishnan,Woman,Asian,FALSE
M.L. Means,Unknown,Unknown,None
M.L. Spencer,Woman,White,FALSE
M.L. Wang,Woman,Asian,FALSE
M.M. Stauffer,Man,White,FALSE
M.R. Carey,Man,White,FALSE
M.R. Forbes,Man,White,FALSE
M.R. James,Man,White,FALSE
M.V. Fontaine,Unknown,White,None
Mackenzi Lee,Woman,White,TRUE
Mackenzie Lynn,Woman,Unknown,None
Madeleine L'Engle,Woman,White,FALSE
Madeline Miller,Woman,White,FALSE
Maggie Nowakowska,Woman,White,FALSE
Maggie Shen King,Woman,Asian,FALSE
Maggie Stiefvater,Woman,White,FALSE
Maggie Tokuda-Hall,Woman,Asian,FALSE
Mahvesh Murad,Woman,Asian,FALSE
Mai K. Nguyen,Woman,Asian,FALSE
Maja Lunde,Woman,White,FALSE
Malinda Lo,Woman,Asian,TRUE
Malka Ann Older,Woman,White,FALSE
Mallory O'Meara,Woman,White,FALSE
Mantic Games,Unknown,Unknown,None
Manuel Gonzales,Man,Hispanic,FALSE
Mar Delaney,Woman,White,TRUE
Mara Rutherford,Woman,White,FALSE
Marah Woolf,Woman,White,FALSE
Marc Alan Edelheit,Man,White,FALSE
Marc Burrows,Man,White,FALSE
Marc Laidlaw,Man,White,FALSE
Marc Silvestri,Man,White,FALSE
Marc-Uwe Kling,Man,White,FALSE
Marco Rocchi & Francesco Carita,Unknown,White,FALSE
Marcos Antonio Hernandez,Man,Hispanic,FALSE
Margaret Atwood,Woman,White,FALSE
Margaret Cavendish,Woman,White,FALSE
Margaret Killjoy,Nonbinary,White,TRUE
Margaret Owen,Woman,White,FALSE
Margaret Rogerson,Woman,White,TRUE
Margaret St. Clair,Woman,White,FALSE
Margaret Weis & Tracy Hickman,Unknown,White,FALSE
Margarita Montimore,Woman,White,FALSE
Marge Piercy,Woman,White,FALSE
Margit Richter & Thomas Engstrom,Unknown,White,FALSE
Margo Lanagan,Woman,White,FALSE
Maria Dahvana Headley,Woman,White,FALSE
Maria DeVivo,Woman,White,FALSE
Maria Grace,Woman,White,FALSE
Maria Lewis,Woman,Hispanic,FALSE
Maria Turtschaninoff,Woman,White,FALSE
Maria V. Snyder,Woman,White,FALSE
Mariam Petrosyan,Woman,White,FALSE
Marian Womack,Woman,White,FALSE
Mariana Enriquez,Woman,Hispanic,FALSE
Marie Brennan,Woman,White,FALSE
Marie Grasshoff,Woman,White,TRUE
Marie Lu,Woman,Asian,FALSE
Marie Rutkoski,Woman,White,FALSE
Marie Vibbert,Woman,White,FALSE
Marieke Nijkamp,Nonbinary,White,TRUE
Mariko Koike,Woman,Asian,FALSE
Mariko Ohara,Woman,Asian,FALSE
Marina Dyachenko & Sergey Dyachenko,Unknown,White,FALSE
Marina J. Lostetter,Woman,White,FALSE
Marina Vivancos,Woman,Hispanic,TRUE
Marion Zimmer Bradley,Woman,White,FALSE
Marisha Pessl,Woman,White,FALSE
Marissa Levien,Woman,White,FALSE
Marissa Meyer,Woman,White,FALSE
Marjorie Liu,Woman,Asian,FALSE
Mark Andrew Ferguson,Man,White,FALSE
Mark Dery,Man,White,FALSE
Mark Fisher,Man,White,FALSE
Mark Hayden,Man,White,FALSE
Mark Hodder,Man,White,FALSE
Mark Holloway,Man,White,FALSE
Mark Lawrence,Man,White,FALSE
Mark Morris,Man,White,FALSE
Mark Oshiro,Nonbinary,Hispanic,TRUE
Mark Rosenfelder,Man,White,FALSE
Mark Stay,Man,White,FALSE
Mark Twain,Man,White,FALSE
Mark Z. Danielewski,Man,White,FALSE
Marko Kloos,Man,White,FALSE
Markus Heitz,Man,White,FALSE
Marlon James,Man,Black,TRUE
Marlys Millhiser,Woman,White,FALSE
Marshall Ryan Maresca,Man,White,FALSE
Marta Randall,Woman,Hispanic,FALSE
Martha Wells,Woman,White,FALSE
Martin Felipe Castagnet,Man,Hispanic,FALSE
Martin H. Greenburg & Carrie Hughes,Unknown,White,FALSE
Martin L. Shoemaker,Man,White,FALSE
Martin Scott,Man,White,FALSE
Martin Stewart,Man,White,FALSE
Martine Fournier Watson,Woman,White,FALSE
Martine Leavitt,Woman,White,FALSE
Mary Doria Russell,Woman,White,FALSE
Mary E. Pearson,Woman,White,FALSE
Mary Gentle,Woman,White,FALSE
Mary Norton,Woman,White,FALSE
Mary O'Regan & Paul Kane,Woman,White,FALSE
Mary Roach,Woman,White,FALSE
Mary Robinette Kowal,Woman,White,FALSE
Mary Shelley,Woman,White,FALSE
Mary Soon Lee,Woman,Asian,FALSE
Mary Stewart,Woman,White,FALSE
Mary Victoria,Woman,White,FALSE
Maryrose Wood,Woman,White,FALSE
Masande Ntshanga,Man,Black,FALSE
Matt Brown & Rhys Davies,Man,White,FALSE
Matt Dinniman,Man,White,FALSE
Matt Haig,Man,White,FALSE
Matt Ruff,Man,White,FALSE
Matt Summers,Man,White,FALSE
Matt Wallace,Man,White,FALSE
Matthew Bright,Man,White,FALSE
Matthew Buscemi,Man,White,FALSE
Matthew FitzSimmons,Man,White,FALSE
Matthew G. Dick,Man,White,FALSE
Matthew Gregory Lewis,Man,White,FALSE
Matthew Hopkins,Man,White,FALSE
Matthew Hughes,Man,White,FALSE
Matthew Woodring Stover,Man,White,FALSE
Maureen F. McHugh,Woman,White,FALSE
Max Barry,Man,White,FALSE
Max Brooks,Man,White,FALSE
Max Gladstone,Man,White,FALSE
Max Gladstone & Lindsay Smith & Cassandra Rose Clarke & Michael Swanwick & Ian Tregillis & & Fran Wilde,Unknown,White,FALSE
Max Tegmark,Man,White,FALSE
Maxime Durand,Man,White,FALSE
Maxine Hong Kingston,Woman,Asian,FALSE
Maxwell Bauman,Man,White,TRUE
May Peterson,Woman,White,TRUE
Maya Arad,Woman,White,FALSE
Maya Motayne,Woman,Hispanic,FALSE
Meg Elison,Nonbinary,White,TRUE
Megan Campisi,Woman,White,FALSE
Megan Derr,Woman,White,FALSE
Megan E. O'Keefe,Woman,White,FALSE
Megan Lindholm,Woman,White,FALSE
Megan Shepherd,Woman,White,FALSE
Megan Whalen Turner,Woman,White,FALSE
Meghan Hyland,Woman,White,FALSE
Mel Kassel,Woman,White,TRUE
Mel Todd,Woman,White,FALSE
Melanie Cellier,Woman,White,FALSE
Melanie Golding,Woman,White,FALSE
Melanie Harding-Shaw,Woman,White,FALSE
Melanie Rawn & Jennifer Roberson & & Kate Elliott,Woman,White,FALSE
Melissa Albert,Woman,White,FALSE
Melissa Bashardoust,Woman,Asian,FALSE
Melissa Caruso,Woman,White,FALSE
Melissa Edmundson,Woman,White,FALSE
Melissa Marble,Woman,Unknown,None
Melissa Marr,Woman,White,FALSE
Melissa Marr & Tim Pratt,Unknown,White,FALSE
Melissa McShane,Woman,White,FALSE
Melissa Scott,Woman,White,TRUE
Melissa Scott & Lisa A. Barnett,Woman,White,TRUE
Meljean Brook,Woman,White,FALSE
Melvin Burgess,Man,White,FALSE
Menna Van Praag,Woman,White,FALSE
Merc Fenn Wolfmoor,Nonbinary,White,TRUE
Mercedes Lackey,Woman,White,FALSE
Mercedes Lackey & Eric Flint,Unknown,White,FALSE
Meredith Foster,Woman,Unknown,None
Meredith Katz,Nonbinary,White,TRUE
Mervyn Peake,Man,White,FALSE
Micah Yongo,Man,Black,FALSE
Micaiah Johnson,Woman,Hispanic,FALSE
Michael Andreasen,Man,White,FALSE
Michael Benson,Man,White,FALSE
Michael Chabon,Man,White,FALSE
Michael Chatfield,Man,White,FALSE
Michael Cisco,Man,White,FALSE
Michael Coolwood,Man,White,FALSE
Michael Crichton,Man,White,FALSE
Michael D. C. Drout,Man,White,FALSE
Michael DiMartino & Bryan Konietzko,Man,White,FALSE
Michael Ende,Man,White,FALSE
Michael Fletcher & Clayton Snyder,Man,White,FALSE
Michael Flynn,Man,White,FALSE
Michael G. Munz,Man,White,FALSE
Michael J. Sullivan,Man,White,FALSE
Michael Koryta,Man,White,FALSE
Michael Marshall Smith,Man,White,FALSE
Michael McClellan,Man,White,FALSE
Michael McClung,Man,White,FALSE
Michael McDowell,Man,White,TRUE
Michael Moorcock,Man,White,FALSE
Michael R. Fletcher,Man,White,FALSE
Michael R. Miller,Man,White,FALSE
Michael Reid,Man,White,FALSE
Michael S. Jackson,Man,White,FALSE
Michael Scott,Man,White,FALSE
Michael Shea,Man,White,FALSE
Michael Sisa,Man,White,FALSE
Michael Swanwick,Man,White,FALSE
Michael W. Gear,Man,White,FALSE
Michael-Scott Earle,Man,White,FALSE
Michal Wojtas,Man,White,FALSE
Michel Faber,Man,White,FALSE
Michelle Ann King,Woman,White,FALSE
Michelle I. Mason,Woman,White,FALSE
Michelle Paver,Woman,White,FALSE
Michelle West,Woman,Asian,FALSE
Michio Kaku,Man,Asian,FALSE
Mike Brooks,Man,White,FALSE
Mike Chen,Man,Asian,FALSE
Mike Mignola,Man,White,FALSE
Mike Mignola & Christopher Golden,Man,White,FALSE
Mike Shackle,Man,White,FALSE
Mike Shel,Man,White,FALSE
Mike Shevdon,Man,White,FALSE
Mikhail Bulgakov,Man,White,FALSE
Miles Cameron,Man,White,FALSE
Miles Hurt,Man,White,FALSE
Milla Vane,Woman,White,FALSE
Minchae Na,Unknown,Asian,None
Minto Higure,Man,Asian,FALSE
Mira Bolender,Woman,White,FALSE
Mira Grant,Woman,White,TRUE
Miri Yu,Woman,Asian,FALSE
Miroslav Zamboch,Man,White,FALSE
Mishell Baker,Woman,White,FALSE
Mitchell Hogan,Man,White,FALSE
Miya Kazuki,Woman,Asian,FALSE
Mizuho Kusanagi,Woman,Asian,FALSE
Mizuki Nomura,Woman,Asian,FALSE
Mo Xiang Tong Xiu,Woman,Asian,FALSE
Mohsin Hamad,Man,Asian,FALSE
Molly Knox Ostertag,Woman,White,TRUE
Molly Tanzer,Woman,White,FALSE
Mona Awad,Woman,White,FALSE
Monica Byrne,Woman,White,FALSE
Monica Furlong,Woman,White,FALSE
Monique Roffey,Woman,Black,FALSE
Mordelle,Unknown,Unknown,None
Morgan Cole,Unknown,Unknown,None
Morgan Stang,Woman,White,FALSE
MsKingBean89,Woman,Unknown,None
Mu Su Li,Woman,Asian,FALSE
Mur Lafferty,Woman,White,FALSE
Myke Cole,Man,White,FALSE
N.D Stevenson,Nonbinary,White,TRUE
N.D. Stevenson,Nonbinary,White,TRUE
N.K. Jemisin,Woman,Black,FALSE
Nagabe,Man,Asian,FALSE
Nagaru Tanigawa,Man,Asian,FALSE
Nahoko Uehashi,Woman,Asian,FALSE
Nalini Singh,Woman,Asian,FALSE
Nalo Hopkinson,Woman,Black,FALSE
Namina Forna,Woman,Black,FALSE
Namwali Serpell,Woman,Black,FALSE
Nan Allen,Woman,White,FALSE
Nana Kwame Adjei-Brenyah,Man,Black,FALSE
Nancy Holder,Woman,White,FALSE
Nancy O'Toole,Woman,White,FALSE
Nancy Springer,Woman,White,FALSE
Nancy Warren,Woman,White,FALSE
Naoki Urasawa,Man,Asian,FALSE
Naomi Alderman,Woman,White,FALSE
Naomi Hirahara,Woman,Asian,FALSE
Naomi Hughes,Woman,White,FALSE
Naomi Kritzer,Woman,White,FALSE
Naomi Mitchison,Woman,White,FALSE
Naomi Novik,Woman,White,FALSE
Natalie C. Parker,Woman,White,FALSE
Natalie Haynes,Woman,White,FALSE
Natalie Zina Walschots,Woman,White,TRUE
Natasha Ngan,Woman,Asian,TRUE
Natasha Pulley,Woman,White,TRUE
Nathan Carmen,Man,White,FALSE
Nathan Carson,Man,White,FALSE
Nathan Hall,Man,White,FALSE
Nathan Lowell,Man,White,FALSE
Nathaniel Hawthorne,Man,White,FALSE
Natsuo Kirino,Woman,Asian,FALSE
Neal & Jarrod Shusterman,Man,White,FALSE
Neal Asher,Man,White,FALSE
Neal Shusterman,Man,White,FALSE
Neal Stephenson,Man,White,FALSE
Necariin,Man,White,FALSE
Neil Clarke,Man,White,FALSE
Neil Gaiman,Man,White,FALSE
Neil Sharpson,Man,White,FALSE
Neil Smith,Man,White,FALSE
Neon Yang,Nonbinary,Asian,TRUE
Nevil Shute,Man,White,FALSE
Nghi Vo,Woman,Asian,TRUE
Ngugi wa Thiong'o,Man,Black,FALSE
Nicholas Eames,Man,White,FALSE
Nicholas McIntire,Man,White,FALSE
Nick Cutter,Man,White,FALSE
Nick Harkaway,Man,White,FALSE
Nick Kyme & Lindsey Priestley,Unknown,White,FALSE
Nick Mamatas,Man,White,FALSE
Nick Martell,Man,White,FALSE
Nicki Pau Preto,Woman,White,FALSE
Nicky Drayden,Woman,Black,FALSE
Nicola Claire,Woman,White,FALSE
Nicola Griffith,Woman,White,TRUE
Nicolas Lietzau,Man,White,FALSE
Nicole Galland & Neal Stephenson,Unknown,White,FALSE
Nicole Glover,Woman,Black,FALSE
Nicole Jarvis,Woman,White,FALSE
Nicole Kornher-Stace,Nonbinary,White,TRUE
Nicole Willson,Woman,White,FALSE
Nikita Gill,Woman,White,FALSE
Nino Cipri,Nonbinary,White,TRUE
Nisi Shawl,Woman,Black,FALSE
NISIOISIN,Man,White,FALSE
Nnedi Okorafor,Woman,Black,FALSE
Noc,Unknown,Asian,None
Noor Al-Shanti,Woman,Asian,FALSE
Nora Bendzko,Woman,White,FALSE
Nora Roberts,Woman,White,FALSE
Norton Juster,Man,White,FALSE
Nyri A. Bakkalian,Woman,White,TRUE
Octavia Butler,Woman,Black,FALSE
Oghenechovwe Donald Ekpeki ,Unknown,Black,FALSE
Olen Thorensen,Man,White,FALSE
Olga Werby,Woman,White,FALSE
Oliver K. Langmead,Man,White,TRUE
Olivia Ash,Woman,White,FALSE
Olivia Atwater,Woman,White,FALSE
Olivie Blake,Woman,Hispanic,FALSE
Olympe Bhely-Quenum,Man,Black,FALSE
Ophelia Silk,Woman,White,TRUE
Orson Scott Card,Man,White,FALSE
Oscar de Muriel,Man,Hispanic,FALSE
P. Djeli Clark,Man,Black,FALSE
P.B. Kerr,Man,White,FALSE
Pam Munoz Ryan,Woman,Hispanic,FALSE
Pamela Dean,Woman,White,FALSE
Paolo Bacigalupi,Man,White,FALSE
Paolo Bacigalupi & Tobias S. Buckell,Man,Black,FALSE
Parker Foye,Nonbinary,White,TRUE
Pat Barker,Woman,White,TRUE
Pat Cadigan,Woman,White,FALSE
Pat Schmatz,Nonbinary,White,TRUE
Pater Sage,Unknown,Unknown,None
Patrice Caldwell,Woman,Black,FALSE
Patricia A. McKillip,Woman,White,FALSE
Patricia Bray,Woman,White,FALSE
Patricia Briggs,Woman,White,FALSE
Patricia C. Wrede,Woman,White,FALSE
Patricia C. Wrede & Caroline Stevermer,Woman,White,FALSE
Patricia Rice,Woman,White,FALSE
Patrick B. Sharpe,Man,White,FALSE
Patrick deWitt,Man,White,FALSE
Patrick Ness,Man,White,FALSE
Patrick Rothfuss,Man,White,FALSE
Patrick S. Tomlinson,Man,White,FALSE
Patrick Samphire,Man,White,FALSE
Patrick Weekes,Man,White,FALSE
Patti Callahan,Woman,White,FALSE
Paul Cornell,Man,White,FALSE
Paul J. McAuley,Man,White,TRUE
Paul J. Nahin,Man,White,FALSE
Paul Kane,Man,White,FALSE
Paul Knoepfler & Julie Knoepfler,Unknown,White,FALSE
Paul Krueger,Man,Asian,FALSE
Paul O. Williams,Man,White,FALSE
Paul S. Kemp,Man,White,TRUE
Paul Stewart & Chris Riddell,Man,White,FALSE
Paul Tremblay,Man,White,FALSE
Paula Brackston,Woman,White,FALSE
Paula Guran,Woman,White,FALSE
Paulo Coelho,Man,White,FALSE
Peadar O'Guilin,Man,White,FALSE
Pelle Nilsson,Man,White,FALSE
Pemi Aguda,Woman,Black,FALSE
Peng Shepherd,Woman,Asian,FALSE
Percival Everett,Man,Black,FALSE
Pergentino Jose,Man,Native,FALSE
Peter A. Flannery,Man,White,FALSE
Peter Bergting,Man,White,FALSE
Peter Clines,Man,White,FALSE
Peter F. Hamilton,Man,White,FALSE
Peter Fehervari,Man,White,FALSE
Peter Frase,Man,White,FALSE
Peter McLean,Man,White,FALSE
Peter Newman,Man,White,FALSE
Peter S. Beagle,Man,White,FALSE
Peter V. Brett,Man,White,FALSE
Peter Watts,Man,White,FALSE
Petros Triantafyllou,Man,White,FALSE
Phil Tucker,Man,White,FALSE
Phil Williams,Man,White,FALSE
Philip & Carol Zelinsky,Unknown,White,FALSE
Philip C. Quaintrell,Man,White,FALSE
Philip Daileader,Man,White,FALSE
Philip Fracassi,Man,White,FALSE
Philip Jose Farmer,Man,Hispanic,FALSE
Philip K. Dick,Man,White,FALSE
Philip Pullman,Man,White,FALSE
Phoebe Wagner & Bronte Christopher Wieland,Unknown,Unknown,None
Phyllis Ann Karr,Woman,White,FALSE
Pierce Brown,Man,White,FALSE
Pierre Boulle,Man,White,FALSE
Pierre Pevel,Man,White,FALSE
Piers Anthony,Man,White,FALSE
Piraeaba,Unknown,Unknown,None
Pirateaba,Unknown,Unknown,None
Polly Ho-Yen,Woman,Asian,FALSE
Poppy Z. Brite,Woman,White,TRUE
Poul Anderson,Man,White,FALSE
Premee Mohamed,Woman,Asian,FALSE
Priest,Woman,Asian,FALSE
Project Itoh,Man,Asian,FALSE
Prudence Shen,Woman,Asian,FALSE
Qcode,Unknown,Unknown,None
qntm,Man,White,FALSE
Quan Barry,Woman,Asian,FALSE
Quenby Olson,Woman,White,FALSE
QuietValerie,Woman,White,TRUE
Quill Moniker,Man,White,FALSE
R. Cooper,Nonbinary,White,TRUE
R. Scott Bakker,Man,White,FALSE
R.A. Lafferty,Man,White,FALSE
R.A. MacAvoy,Woman,White,FALSE
R.A. Mejia,Man,Hispanic,FALSE
R.A. Salvatore,Man,White,FALSE
R.B. Lemberg,Nonbinary,White,TRUE
R.E. Stearns,Woman,White,FALSE
R.F. Kuang,Woman,Asian,FALSE
R.J. Barker,Man,White,FALSE
R.J. Theodore,Nonbinary,White,TRUE
R.P. Jones,Man,White,FALSE
R.S. Belcher,Man,White,FALSE
R.S. Craig,Man,White,FALSE
Rachel Aaron,Woman,White,FALSE
Rachel Aaron & Travis Bach,Unknown,White,FALSE
Rachel Caine,Woman,White,FALSE
Rachel Emma Shaw,Woman,White,FALSE
Rachel Griffin,Woman,White,FALSE
Rachel Harrison,Woman,White,FALSE
Rachel Hartman,Woman,White,FALSE
Rachel Kaine,Woman,White,FALSE
Rachel Kasten,Woman,White,FALSE
Rachel Kastin & Daniel Gailbraith,Unknown,White,FALSE
Rachel Manija Brown,Woman,White,TRUE
Rachel Neumeier,Woman,White,TRUE
Rachel Smythe,Woman,White,FALSE
Rachel Swirsky,Woman,White,FALSE
Rachel Yoder,Woman,White,FALSE
Racoona Sheldon,Woman,White,FALSE
Rae Carson,Woman,White,FALSE
Rae Carson & Vina Jie-Min Prasad & Naomi Kritzer & Yoon Ha Lee & T. Kingfisher & John Wiswell,Woman,Asian,TRUE
Rafael Chandler,Man,White,FALSE
Rain Oxford,Woman,White,FALSE
Rainbow Rowell,Woman,White,FALSE
Ramin Zahed,Man,Asian,FALSE
Randall Cooper,Man,White,FALSE
Ransom Riggs,Man,White,FALSE
Raven Kennedy,Woman,White,FALSE
Ravens Dagger,Unknown,Unknown,None
Rawan Yaghi,Woman,Asian,FALSE
Ray Bradbury,Man,White,FALSE
Ray Nayler,Man,White,FALSE
Ray Russell,Man,White,FALSE
Ray Wood,Man,Unknown,None
Raymond A. Villareal,Man,Hispanic,FALSE
Raymond E. Feist,Man,White,FALSE
Raymond E. Feist & Janny Wurts,Unknown,White,FALSE
Raymond St. Elmo,Man,White,FALSE
Rebecca Bapaye,Woman,White,FALSE
Rebecca Kim Wells,Woman,Asian,TRUE
Rebecca Levene,Woman,White,FALSE
Rebecca Roanhorse,Woman,Native,FALSE
Rebecca Ross,Woman,White,FALSE
Rebecca Schaeffer,Woman,White,FALSE
Rebecca Stead,Woman,White,FALSE
Reimena Yee,Woman,Asian,FALSE
Rem Wigmore,Nonbinary,White,TRUE
Rena Barron,Woman,Black,FALSE
Rena Rossner,Woman,White,FALSE
Rene Depestre,Man,Black,FALSE
Renee Ahdieh,Woman,Asian,FALSE
Renee Dugan,Woman,White,FALSE
Rhett C. Bruno,Man,White,FALSE
Rhiannon Thomas,Woman,White,FALSE
Rhonda Parrish,Woman,White,FALSE
Rian Hughes,Man,White,FALSE
Rich Larson,Man,White,FALSE
Richard Adams,Man,White,FALSE
Richard Fierce,Man,White,FALSE
Richard Ford Burley,Man,White,FALSE
Richard Fox,Man,White,FALSE
Richard J. Hansen,Man,White,FALSE
Richard K. Morgan,Man,White,TRUE
Richard Kadrey,Man,White,FALSE
Richard Marsh,Man,White,FALSE
Richard Matheson,Man,White,FALSE
Richard Nell,Man,White,FALSE
Richard Paul Russo,Man,White,FALSE
Richard Powers,Man,White,FALSE
Richard Roberts,Man,White,FALSE
Richard Swan,Man,White,FALSE
Richard Thomas,Man,White,FALSE
